".","nnGroupCat","Compound","GroupCat","AtomicMassofX","AtomicMassofXprime","AtomicMassofB","AtomicMassofBprime","AtomicMassofA","AtomicMassofAprime","ARENofX","ARENofXprime","ARENofB","ARENofBprime","ARENofA","ARENofAprime","r_XIIofA","r_XIIofAprime","r_VIofBprime","r_VIofB","rofX","rofXprime","CrystalRadiusofA","CrystalRadiusofAprime","CrystalRadiusofBprime","CrystalRadiusofX","CrystalRadiusofXprime","CrystalRadiusofB","IonicRadiiofX","IonicRadiiofXprime","IonicRadiiofB","IonicRadiiofBprime","IonicRadiiofA","IonicRadiiofAprime","IonizationPotentialofX","IonizationPotentialofXprime","IonizationPotentialofB","IonizationPotentialofBprime","IonizationPotentialofA","IonizationPotentialofAprime","PaulingENofX","PaulingENofXprime","PaulingENofB","PaulingENofBprime","PaulingENofA","PaulingENofAprime","ZungerRadiiofX","ZungerRadiiofXprime","ZungerRadiiofB","ZungerRadiiofBprime","ZungerRadiiofA","ZungerRadiiofAprime","BoilingPtofA","BoilingPtofAprime","BoilingPtofB","BoilingPtofX","BoilingPtofXprime","BoilingPtofBprime","CoefficientofLinearThermalExpansionatSpecofA","CoefficientofLinearThermalExpansionatSpecofAprime","CoefficientofLinearThermalExpansionatSpecofB","CoefficientofLinearThermalExpansionatSpecofBprime","DensityatSpecofA","DensityatSpecofAprime","DensityatSpecofB","DensityatSpecofBprime","EnthalpyofFusionofA","EnthalpyofFusionofAprime","EnthalpyofFusionofB","EnthalpyofFusionofBprime","MeltingPtofA","MeltingPtofAprime","MeltingPtofB","MeltingPtofBprime","SpecificHeatCapacityofA","SpecificHeatCapacityofAprime","SpecificHeatCapacityofB","SpecificHeatCapacityofBprime","ThermalHeatConductivityofA","ThermalHeatConductivityofAprime","ThermalHeatConductivityofB","ThermalHeatConductivityofBprime","rA","rB","rX","ToleranceBVP"
2,"3","Ba2NaReO6",3,15.9994,15.9994,22.98977,186.207,137.327,137.327,3.5,3.5,1.01,1.46,0.97,0.97,1.738,1.738,0.7,1.256,1.21,1.21,1.49,1.49,0.67,1.26,1.26,1.16,1.4,1.4,1.02,0.53,1.35,1.35,13.61806,13.61806,5.13908,7.8335,5.2117,5.2117,3.44,3.44,0.93,1.9,0.89,0.89,0.285,0.285,1.1,1.19,1.515,1.515,1897,1897,882.94,-182.962,-182.962,5596,20.6,20.6,71,6.2,3.62,3.62,0.97,20.8,51.8,51.8,113.1,324.5,727,727,97.79,3186,0.205,0.205,1.225,0.137,0.184,0.184,1.41,0.479,1.738,0.978,1.21,0.95271974
1,"5","Ca2AlNbO6",5,15.9994,15.9994,26.981538,92.90638,40.078,40.078,3.5,3.5,1.47,1.23,1.04,1.04,1.42,1.42,0.768,0.666,1.21,1.21,1.14,1.14,0.78,1.26,1.26,0.675,1.4,1.4,0.54,0.64,1,1,13.61806,13.61806,5.98577,6.75885,6.11316,6.11316,3.44,3.44,1.61,1.6,1,1,0.285,0.285,0.77,1.23,1.32,1.32,1484,1484,2519,-182.962,-182.962,4744,22.3,22.3,23.1,7.3,1.54,1.54,2.7,8.57,213.1,213.1,399.9,323,842,842,660.32,2477,0.646,0.646,0.904,0.265,2,2,2.37,0.537,1.42,0.717,1.21,0.96507049
1,"5","Ca2CrTaO6",5,15.9994,15.9994,51.9961,180.9479,40.078,40.078,3.5,3.5,1.56,1.33,1.04,1.04,1.42,1.42,0.777,0.77,1.21,1.21,1.14,1.14,0.78,1.26,1.26,0.755,1.4,1.4,0.62,0.64,1,1,13.61806,13.61806,6.7665,7.5496,6.11316,6.11316,3.44,3.44,1.66,1.5,1,1,0.285,0.285,1.07,1.28,1.32,1.32,1484,1484,2671,-182.962,-182.962,5458,22.3,22.3,4.9,6.3,1.54,1.54,7.15,16.4,213.1,213.1,404,202.1,842,842,1907,3007,0.646,0.646,0.45,0.14,2,2,0.937,0.575,1.42,0.7735,1.21,0.937580456
1,"5","Ca2VMoO6",5,15.9994,15.9994,50.9415,95.94,40.078,40.078,3.5,3.5,1.45,1.3,1.04,1.04,1.42,1.42,1.18,0.724,1.21,1.21,1.14,1.14,0.79,1.26,1.26,0.72,1.4,1.4,0.58,0.65,1,1,13.61806,13.61806,6.7462,7.09243,6.11316,6.11316,3.44,3.44,1.63,2.16,1,1,0.285,0.285,1.09,1.22,1.32,1.32,1484,1484,3407,-182.962,-182.962,4639,22.3,22.3,8.4,4.8,1.54,1.54,6,10.2,213.1,213.1,422,390.7,842,842,1910,2622,0.646,0.646,0.489,0.251,2,2,0.307,1.38,1.42,0.952,1.21,0.860171524
1,"5","Ca3MoO6",5,15.9994,15.9994,40.078,95.94,40.078,40.078,3.5,3.5,1.04,1.3,1.04,1.04,1.42,1.42,0.7,1.163,1.21,1.21,1.14,1.14,0.73,1.26,1.26,1.14,1.4,1.4,1,0.59,1,1,13.61806,13.61806,6.11316,7.09243,6.11316,6.11316,3.44,3.44,1,2.16,1,1,0.285,0.285,1.32,1.22,1.32,1.32,1484,1484,1484,-182.962,-182.962,4639,22.3,22.3,22.3,4.8,1.54,1.54,1.54,10.2,213.1,213.1,213.1,390.7,842,842,842,2622,0.646,0.646,0.646,0.251,2,2,2,1.38,1.42,0.9315,1.21,0.868405713
1,"5","CaMoO3",5,15.9994,15.9994,95.94,95.94,40.078,40.078,3.5,3.5,1.3,1.3,1.04,1.04,1.42,1.42,1.18,1.18,1.21,1.21,1.14,1.14,0.79,1.26,1.26,0.79,1.4,1.4,0.65,0.65,1,1,13.61806,13.61806,7.09243,7.09243,6.11316,6.11316,3.44,3.44,2.16,2.16,1,1,0.285,0.285,1.22,1.22,1.32,1.32,1484,1484,4639,-182.962,-182.962,4639,22.3,22.3,4.8,4.8,1.54,1.54,10.2,10.2,213.1,213.1,390.7,390.7,842,842,2622,2622,0.646,0.646,0.251,0.251,2,2,1.38,1.38,1.42,1.18,1.21,0.77811332
1,"5","CaVO3",5,15.9994,15.9994,50.9415,50.9415,40.078,40.078,3.5,3.5,1.45,1.45,1.04,1.04,1.42,1.42,0.724,0.724,1.21,1.21,1.14,1.14,0.72,1.26,1.26,0.72,1.4,1.4,0.58,0.58,1,1,13.61806,13.61806,6.7462,6.7462,6.11316,6.11316,3.44,3.44,1.63,1.63,1,1,0.285,0.285,1.09,1.09,1.32,1.32,1484,1484,3407,-182.962,-182.962,3407,22.3,22.3,8.4,8.4,1.54,1.54,6,6,213.1,213.1,422,422,842,842,1910,1910,0.646,0.646,0.489,0.489,2,2,0.307,0.307,1.42,0.724,1.21,0.961577474
1,"5","CsPbBr3",5,79.904,79.904,207.2,207.2,132.90545,132.90545,2.74,2.74,1.55,1.55,0.8,0.8,2.126,2.126,1.308,1.308,1.82,1.82,1.81,1.81,1.33,1.82,1.82,1.33,1.96,1.96,1.19,1.19,1.67,1.67,11.81381,11.81381,7.41666,7.41666,3.8939,3.8939,2.96,2.96,1.8,1.8,0.79,0.79,0.58,0.58,0.96,0.96,1.71,1.71,671,671,1749,58.8,58.8,1749,97,97,28.9,28.9,1.93,1.93,11.3,11.3,15.7,15.7,23.1,23.1,28.44,28.44,327.46,327.46,0.242,0.242,0.127,0.127,0.359,0.359,0.353,0.353,2.126,1.308,1.82,0.892021534
1,"5","CsPbI3",5,126.90447,126.90447,207.2,207.2,132.90545,132.90545,2.21,2.21,1.55,1.55,0.8,0.8,2.126,2.126,1.308,1.308,2.06,2.06,1.81,1.81,1.33,2.06,2.06,1.33,2.2,2.2,1.19,1.19,1.67,1.67,10.45126,10.45126,7.41666,7.41666,3.8939,3.8939,2.66,2.66,1.8,1.8,0.79,0.79,0.755,0.755,0.96,0.96,1.71,1.71,671,671,1749,184.4,184.4,1749,97,97,28.9,28.9,1.93,1.93,11.3,11.3,15.7,15.7,23.1,23.1,28.44,28.44,327.46,327.46,0.242,0.242,0.127,0.127,0.359,0.359,0.353,0.353,2.126,1.308,2.06,0.878844711
3,"16","Cu2BiVO6",16,15.9994,15.9994,208.98038,50.9415,63.546,63.546,3.5,3.5,1.67,1.45,1.75,1.75,1.132,1.132,0.66,1.14,1.21,1.21,0.87,0.87,0.68,1.26,1.26,1.17,1.4,1.4,1.03,0.54,0.73,0.73,13.61806,13.61806,7.2856,6.7462,7.72638,7.72638,3.44,3.44,1.9,1.63,1.9,1.9,0.285,0.285,0.92,1.09,0.88,0.88,2562,2562,1564,-182.962,-182.962,3407,16.5,16.5,13.4,8.4,8.96,8.96,9.79,6,203.5,203.5,53.3,422,1084.62,1084.62,271.4,1910,0.384,0.384,0.122,0.489,4.01,4.01,0.0787,0.307,1.132,0.9,1.21,0.784855015
5,"2","FeTiO3",2,15.9994,15.9994,47.867,47.867,55.845,55.845,3.5,3.5,1.32,1.32,1.64,1.64,1.187,1.187,0.755,0.755,1.21,1.21,0.75,0.75,0.745,1.26,1.26,0.745,1.4,1.4,0.61,0.61,0.61,0.61,13.61806,13.61806,6.8281,6.8281,7.9024,7.9024,3.44,3.44,1.54,1.54,1.83,1.83,0.285,0.285,1.15,1.15,0.95,0.95,2861,2861,3287,-182.962,-182.962,3287,11.8,11.8,8.6,8.6,7.87,7.87,4.51,4.51,247.3,247.3,295.6,295.6,1538,1538,1670,1670,0.449,0.449,0.522,0.522,0.802,0.802,0.219,0.219,1.187,0.755,1.21,0.862562318
1,"5","La2LiReO6",5,15.9994,15.9994,6.941,186.207,138.9055,138.9055,3.5,3.5,0.97,1.46,1.08,1.08,1.475,1.475,0.717,0.919,1.21,1.21,1.172,1.172,0.72,1.26,1.26,0.9,1.4,1.4,0.76,0.58,1.03,1.03,13.61806,13.61806,5.39172,7.8335,5.5769,5.5769,3.44,3.44,0.98,1.9,1.1,1.1,0.285,0.285,0.985,1.19,1.375,1.375,3464,3464,1342,-182.962,-182.962,5596,12.1,12.1,46,6.2,6.15,6.15,0.534,20.8,44.6,44.6,432,324.5,918,918,180.5,3186,0.195,0.195,3.57,0.137,0.134,0.134,0.847,0.479,1.475,0.818,1.21,0.936184274
1,"5","LaYO3",5,15.9994,15.9994,88.90585,88.90585,138.9055,138.9055,3.5,3.5,1.11,1.11,1.08,1.08,1.475,1.475,1.065,1.065,1.21,1.21,1.172,1.172,1.04,1.26,1.26,1.04,1.4,1.4,0.9,0.9,1.03,1.03,13.61806,13.61806,6.2171,6.2171,5.5769,5.5769,3.44,3.44,1.22,1.22,1.1,1.1,0.285,0.285,1.32,1.32,1.375,1.375,3464,3464,3345,-182.962,-182.962,3345,12.1,12.1,10.6,10.6,6.15,6.15,4.47,4.47,44.6,44.6,128,128,918,918,1522,1522,0.195,0.195,0.298,0.298,0.134,0.134,0.172,0.172,1.475,1.065,1.21,0.83454141
1,"5","NaMnF3",5,18.9984032,18.9984032,54.938049,54.938049,22.98977,22.98977,4.1,4.1,1.6,1.6,1.01,1.01,1.512,1.512,0.986,0.986,1.145,1.145,1.16,1.16,0.81,1.19,1.19,0.81,1.33,1.33,0.83,0.83,1.02,1.02,17.42282,17.42282,7.43402,7.43402,5.13908,5.13908,3.98,3.98,1.55,1.55,0.93,0.93,0.25,0.25,0.99,0.99,1.1,1.1,882.94,882.94,2061,-188.11,-188.11,2061,71,71,21.7,21.7,0.97,0.97,7.3,7.3,113.1,113.1,235,235,97.79,97.79,1246,1246,1.225,1.225,0.479,0.479,1.41,1.41,0.0782,0.0782,1.512,0.986,1.145,0.881643697
3,"16","NaVO3",11,15.9994,15.9994,50.9415,50.9415,22.98977,22.98977,3.5,3.5,1.45,1.45,1.01,1.01,1.512,1.512,0.66,0.66,1.21,1.21,1.16,1.16,0.68,1.26,1.26,0.68,1.4,1.4,0.54,0.54,1.02,1.02,13.61806,13.61806,6.7462,6.7462,5.13908,5.13908,3.44,3.44,1.63,1.63,0.93,0.93,0.285,0.285,1.09,1.09,1.1,1.1,882.94,882.94,3407,-182.962,-182.962,3407,71,71,8.4,8.4,0.97,0.97,6,6,113.1,113.1,422,422,97.79,97.79,1910,1910,1.225,1.225,0.489,0.489,1.41,1.41,0.307,0.307,1.512,0.66,1.21,1.029275218
3,"16","Pb2BiVO6",16,15.9994,15.9994,208.98038,50.9415,207.2,207.2,3.5,3.5,1.67,1.45,1.55,1.55,1.565,1.565,0.66,1.14,1.21,1.21,1.33,1.33,0.68,1.26,1.26,1.17,1.4,1.4,1.03,0.54,1.19,1.19,13.61806,13.61806,7.2856,6.7462,7.41666,7.41666,3.44,3.44,1.9,1.63,1.8,1.8,0.285,0.285,0.92,1.09,0.96,0.96,1749,1749,1564,-182.962,-182.962,3407,28.9,28.9,13.4,8.4,11.3,11.3,9.79,6,23.1,23.1,53.3,422,327.46,327.46,271.4,1910,0.127,0.127,0.122,0.489,0.353,0.353,0.0787,0.307,1.565,0.9,1.21,0.92996271
1,"5","Pb2CoReO6",5,15.9994,15.9994,58.9332,186.207,207.2,207.2,3.5,3.5,1.7,1.46,1.55,1.55,1.565,1.565,0.65,0.888,1.21,1.21,1.33,1.33,0.69,1.26,1.26,0.79,1.4,1.4,0.65,0.55,1.19,1.19,13.61806,13.61806,7.881,7.8335,7.41666,7.41666,3.44,3.44,1.88,1.9,1.8,1.8,0.285,0.285,0.92,1.19,0.96,0.96,1749,1749,2927,-182.962,-182.962,5596,28.9,28.9,13,6.2,11.3,11.3,8.86,20.8,23.1,23.1,272.5,324.5,327.46,327.46,1495,3186,0.127,0.127,0.421,0.137,0.353,0.353,1,0.479,1.565,0.769,1.21,0.991521636
1,"5","Sr2GaSbO6",5,15.9994,15.9994,69.723,121.76,87.62,87.62,3.5,3.5,1.82,1.82,0.99,0.99,1.571,1.571,0.799,0.776,1.21,1.21,1.32,1.32,0.74,1.26,1.26,0.76,1.4,1.4,0.62,0.6,1.18,1.18,13.61806,13.61806,5.9993,8.6084,5.6949,5.6949,3.44,3.44,1.81,2.05,0.95,0.95,0.285,0.285,0.76,0.83,1.42,1.42,1382,1382,2204,-182.962,-182.962,1587,22.5,22.5,18,11,2.64,2.64,5.91,6.68,84.8,84.8,80,162.5,777,777,29.767,630.63,0.306,0.306,0.374,0.207,0.353,0.353,0.406,0.243,1.571,0.7875,1.21,0.984462557
1,"5","Sr2MgMoO6",5,15.9994,15.9994,24.305,95.94,87.62,87.62,3.5,3.5,1.23,1.3,0.99,0.99,1.571,1.571,0.7,0.889,1.21,1.21,1.32,1.32,0.73,1.26,1.26,0.86,1.4,1.4,0.72,0.59,1.18,1.18,13.61806,13.61806,7.64624,7.09243,5.6949,5.6949,3.44,3.44,1.31,2.16,0.95,0.95,0.285,0.285,0.9,1.22,1.42,1.42,1382,1382,1090,-182.962,-182.962,4639,22.5,22.5,24.8,4.8,2.64,2.64,1.74,10.2,84.8,84.8,348.9,390.7,777,777,650,2622,0.306,0.306,1.024,0.251,0.353,0.353,1.56,1.38,1.571,0.7945,1.21,0.981024674
1,"5","Sr2MnMoO6",5,15.9994,15.9994,54.938049,95.94,87.62,87.62,3.5,3.5,1.6,1.3,0.99,0.99,1.571,1.571,0.7,0.986,1.21,1.21,1.32,1.32,0.73,1.26,1.26,0.81,1.4,1.4,0.83,0.59,1.18,1.18,13.61806,13.61806,7.43402,7.09243,5.6949,5.6949,3.44,3.44,1.55,2.16,0.95,0.95,0.285,0.285,0.99,1.22,1.42,1.42,1382,1382,2061,-182.962,-182.962,4639,22.5,22.5,21.7,4.8,2.64,2.64,7.3,10.2,84.8,84.8,235,390.7,777,777,1246,2622,0.306,0.306,0.479,0.251,0.353,0.353,0.0782,1.38,1.571,0.843,1.21,0.957848981
1,"5","Sr2NaReO6",5,15.9994,15.9994,22.98977,186.207,87.62,87.62,3.5,3.5,1.01,1.46,0.99,0.99,1.571,1.571,0.7,1.256,1.21,1.21,1.32,1.32,0.67,1.26,1.26,1.16,1.4,1.4,1.02,0.53,1.18,1.18,13.61806,13.61806,5.13908,7.8335,5.6949,5.6949,3.44,3.44,0.93,1.9,0.95,0.95,0.285,0.285,1.1,1.19,1.42,1.42,1382,1382,882.94,-182.962,-182.962,5596,22.5,22.5,71,6.2,2.64,2.64,0.97,20.8,84.8,84.8,113.1,324.5,777,777,97.79,3186,0.306,0.306,1.225,0.137,0.353,0.353,1.41,0.479,1.571,0.978,1.21,0.898749524
1,"5","Sr2NiMoO6",5,15.9994,15.9994,58.6934,95.94,87.62,87.62,3.5,3.5,1.75,1.3,0.99,0.99,1.571,1.571,0.7,0.85,1.21,1.21,1.32,1.32,0.73,1.26,1.26,0.83,1.4,1.4,0.69,0.59,1.18,1.18,13.61806,13.61806,7.6398,7.09243,5.6949,5.6949,3.44,3.44,1.91,2.16,0.95,0.95,0.285,0.285,0.96,1.22,1.42,1.42,1382,1382,2913,-182.962,-182.962,4639,22.5,22.5,13.4,4.8,2.64,2.64,8.9,10.2,84.8,84.8,290.3,390.7,777,777,1455,2622,0.306,0.306,0.445,0.251,0.353,0.353,0.907,1.38,1.571,0.775,1.21,0.990661944
1,"5","Sr2ScNbO6",5,15.9994,15.9994,44.95591,92.90638,87.62,87.62,3.5,3.5,1.2,1.23,0.99,0.99,1.571,1.571,0.768,0.895,1.21,1.21,1.32,1.32,0.78,1.26,1.26,0.885,1.4,1.4,0.75,0.64,1.18,1.18,13.61806,13.61806,6.5615,6.75885,5.6949,5.6949,3.44,3.44,1.36,1.6,0.95,0.95,0.285,0.285,1.22,1.23,1.42,1.42,1382,1382,2836,-182.962,-182.962,4744,22.5,22.5,10.2,7.3,2.64,2.64,2.99,8.57,84.8,84.8,314,323,777,777,1541,2477,0.306,0.306,0.567,0.265,0.353,0.353,0.158,0.537,1.571,0.8315,1.21,0.963244653
1,"5","Sr2ZnMoO6",5,15.9994,15.9994,65.409,95.94,87.62,87.62,3.5,3.5,1.66,1.3,0.99,0.99,1.571,1.571,0.7,0.9,1.21,1.21,1.32,1.32,0.73,1.26,1.26,0.88,1.4,1.4,0.74,0.59,1.18,1.18,13.61806,13.61806,9.3942,7.09243,5.6949,5.6949,3.44,3.44,1.65,2.16,0.95,0.95,0.285,0.285,0.82,1.22,1.42,1.42,1382,1382,907,-182.962,-182.962,4639,22.5,22.5,30.2,4.8,2.64,2.64,7.14,10.2,84.8,84.8,108.1,390.7,777,777,419.53,2622,0.306,0.306,0.388,0.251,0.353,0.353,1.16,1.38,1.571,0.8,1.21,0.978340278
1,"5","SrOsO3",5,15.9994,15.9994,190.23,190.23,87.62,87.62,3.5,3.5,1.52,1.52,0.99,0.99,1.571,1.571,0.751,0.751,1.21,1.21,1.32,1.32,0.77,1.26,1.26,0.77,1.4,1.4,0.63,0.63,1.18,1.18,13.61806,13.61806,8.4382,8.4382,5.6949,5.6949,3.44,3.44,2.2,2.2,0.95,0.95,0.285,0.285,1.17,1.17,1.42,1.42,1382,1382,5012,-182.962,-182.962,5012,22.5,22.5,5.1,5.1,2.64,2.64,22.59,22.59,84.8,84.8,304.1,304.1,777,777,3033,3033,0.306,0.306,0.13,0.13,0.353,0.353,0.876,0.876,1.571,0.751,1.21,1.002786312
3,"16","VCrO3",16,15.9994,15.9994,51.9961,51.9961,50.9415,50.9415,3.5,3.5,1.56,1.56,1.45,1.45,1.046,1.046,0.77,0.77,1.21,1.21,0.78,0.78,0.755,1.26,1.26,0.755,1.4,1.4,0.62,0.62,0.64,0.64,13.61806,13.61806,6.7665,6.7665,6.7462,6.7462,3.44,3.44,1.66,1.66,1.63,1.63,0.285,0.285,1.07,1.07,1.09,1.09,3407,3407,2671,-182.962,-182.962,2671,8.4,8.4,4.9,4.9,6,6,7.15,7.15,422,422,404,404,1910,1910,1907,1907,0.489,0.489,0.45,0.45,0.307,0.307,0.937,0.937,1.046,0.77,1.21,0.805673181
5,"2","AgBiO3",2,15.9994,15.9994,208.98038,208.98038,107.8682,107.8682,3.5,3.5,1.67,1.67,1.42,1.42,1.551,1.551,0.917,0.917,1.21,1.21,1.29,1.29,0.9,1.26,1.26,0.9,1.4,1.4,0.76,0.76,1.15,1.15,13.61806,13.61806,7.2856,7.2856,7.5762,7.5762,3.44,3.44,1.9,1.9,1.93,1.93,0.285,0.285,0.92,0.92,1.045,1.045,2162,2162,1564,-182.962,-182.962,1564,18.9,18.9,13.4,13.4,10.5,10.5,9.79,9.79,104.6,104.6,53.3,53.3,961.78,961.78,271.4,271.4,0.235,0.235,0.122,0.122,4.29,4.29,0.0787,0.0787,1.551,0.917,1.21,0.917875798
2,"3","AgVO3",7,15.9994,15.9994,107.8682,107.8682,50.9415,50.9415,3.5,3.5,1.42,1.42,1.45,1.45,0.917,0.917,1.295,1.295,1.21,1.21,0.68,0.68,1.29,1.26,1.26,1.29,1.4,1.4,1.15,1.15,0.54,0.54,13.61806,13.61806,7.5762,7.5762,6.7462,6.7462,3.44,3.44,1.93,1.93,1.63,1.63,0.285,0.285,1.045,1.045,1.09,1.09,3407,3407,2162,-182.962,-182.962,2162,8.4,8.4,18.9,18.9,6,6,10.5,10.5,422,422,104.6,104.6,1910,1910,961.78,961.78,0.489,0.489,0.235,0.235,0.307,0.307,4.29,4.29,0.917,1.295,1.21,0.600405638
4,"6","Cs2NaAlF6",6,18.9984032,18.9984032,22.98977,26.981538,132.90545,132.90545,4.1,4.1,1.01,1.47,0.8,0.8,2.126,2.126,0.666,1.256,1.145,1.145,1.81,1.81,0.675,1.19,1.19,1.16,1.33,1.33,1.02,0.54,1.67,1.67,17.42282,17.42282,5.13908,5.98577,3.8939,3.8939,3.98,3.98,0.93,1.61,0.79,0.79,0.25,0.25,1.1,0.77,1.71,1.71,671,671,882.94,-188.11,-188.11,2519,97,97,71,23.1,1.93,1.93,0.97,2.7,15.7,15.7,113.1,399.9,28.44,28.44,97.79,660.32,0.242,0.242,1.225,0.904,0.359,0.359,1.41,2.37,2.126,0.961,1.145,1.098265091
3,"16","Mg2BiPO6",16,15.9994,15.9994,208.98038,208.98038,24.305,24.305,3.5,3.5,1.67,1.67,1.23,1.23,1.146,1.146,0.917,1.14,1.21,1.21,0.86,0.86,0.9,1.26,1.26,1.17,1.4,1.4,1.03,0.76,0.72,0.72,13.61806,13.61806,7.2856,7.2856,7.64624,7.64624,3.44,3.44,1.9,1.9,1.31,1.31,0.285,0.285,0.92,0.92,0.9,0.9,1090,1090,1564,-182.962,-182.962,1564,24.8,24.8,13.4,13.4,1.74,1.74,9.79,9.79,348.9,348.9,53.3,53.3,650,650,271.4,271.4,1.024,1.024,0.122,0.122,1.56,1.56,0.0787,0.0787,1.146,1.0285,1.21,0.744223175
2,"3","Ba2CaReO6",3,15.9994,15.9994,40.078,186.207,137.327,137.327,3.5,3.5,1.04,1.46,0.97,0.97,1.738,1.738,0.65,1.163,1.21,1.21,1.49,1.49,0.69,1.26,1.26,1.14,1.4,1.4,1,0.55,1.35,1.35,13.61806,13.61806,6.11316,7.8335,5.2117,5.2117,3.44,3.44,1,1.9,0.89,0.89,0.285,0.285,1.32,1.19,1.515,1.515,1897,1897,1484,-182.962,-182.962,5596,20.6,20.6,22.3,6.2,3.62,3.62,1.54,20.8,51.8,51.8,213.1,324.5,727,727,842,3186,0.205,0.205,0.646,0.137,0.184,0.184,2,0.479,1.738,0.9065,1.21,0.984904697
2,"3","Ba2CoMoO6",3,15.9994,15.9994,58.9332,95.94,137.327,137.327,3.5,3.5,1.7,1.3,0.97,0.97,1.738,1.738,0.7,0.888,1.21,1.21,1.49,1.49,0.73,1.26,1.26,0.79,1.4,1.4,0.65,0.59,1.35,1.35,13.61806,13.61806,7.881,7.09243,5.2117,5.2117,3.44,3.44,1.88,2.16,0.89,0.89,0.285,0.285,0.92,1.22,1.515,1.515,1897,1897,2927,-182.962,-182.962,4639,20.6,20.6,13,4.8,3.62,3.62,8.86,10.2,51.8,51.8,272.5,390.7,727,727,1495,2622,0.205,0.205,0.421,0.251,0.184,0.184,1,1.38,1.738,0.794,1.21,1.040195005
2,"3","Ba2CoReO6",3,15.9994,15.9994,58.9332,186.207,137.327,137.327,3.5,3.5,1.7,1.46,0.97,0.97,1.738,1.738,0.65,0.888,1.21,1.21,1.49,1.49,0.69,1.26,1.26,0.79,1.4,1.4,0.65,0.55,1.35,1.35,13.61806,13.61806,7.881,7.8335,5.2117,5.2117,3.44,3.44,1.88,1.9,0.89,0.89,0.285,0.285,0.92,1.19,1.515,1.515,1897,1897,2927,-182.962,-182.962,5596,20.6,20.6,13,6.2,3.62,3.62,8.86,20.8,51.8,51.8,272.5,324.5,727,727,1495,3186,0.205,0.205,0.421,0.137,0.184,0.184,1,0.479,1.738,0.769,1.21,1.053335417
2,"3","Ba2MnMoO6",3,15.9994,15.9994,54.938049,95.94,137.327,137.327,3.5,3.5,1.6,1.3,0.97,0.97,1.738,1.738,0.7,0.986,1.21,1.21,1.49,1.49,0.73,1.26,1.26,0.81,1.4,1.4,0.83,0.59,1.35,1.35,13.61806,13.61806,7.43402,7.09243,5.2117,5.2117,3.44,3.44,1.55,2.16,0.89,0.89,0.285,0.285,0.99,1.22,1.515,1.515,1897,1897,2061,-182.962,-182.962,4639,20.6,20.6,21.7,4.8,3.62,3.62,7.3,10.2,51.8,51.8,235,390.7,727,727,1246,2622,0.205,0.205,0.479,0.251,0.184,0.184,0.0782,1.38,1.738,0.843,1.21,1.01536814
2,"3","Ba2MnWO6",3,15.9994,15.9994,54.938049,183.84,137.327,137.327,3.5,3.5,1.6,1.4,0.97,0.97,1.738,1.738,0.71,0.986,1.21,1.21,1.49,1.49,0.74,1.26,1.26,0.81,1.4,1.4,0.83,0.6,1.35,1.35,13.61806,13.61806,7.43402,7.864,5.2117,5.2117,3.44,3.44,1.55,1.7,0.89,0.89,0.285,0.285,0.99,1.22,1.515,1.515,1897,1897,2061,-182.962,-182.962,5555,20.6,20.6,21.7,4.5,3.62,3.62,7.3,19.3,51.8,51.8,235,284.5,727,727,1246,3414,0.205,0.205,0.479,0.132,0.184,0.184,0.0782,1.74,1.738,0.848,1.21,1.012901259
1,"5","Ca2FeMoO6",5,15.9994,15.9994,55.845,95.94,40.078,40.078,3.5,3.5,1.64,1.3,1.04,1.04,1.42,1.42,0.7,0.93,1.21,1.21,1.14,1.14,0.73,1.26,1.26,0.75,1.4,1.4,0.61,0.59,1,1,13.61806,13.61806,7.9024,7.09243,6.11316,6.11316,3.44,3.44,1.83,2.16,1,1,0.285,0.285,0.95,1.22,1.32,1.32,1484,1484,2861,-182.962,-182.962,4639,22.3,22.3,11.8,4.8,1.54,1.54,7.87,10.2,213.1,213.1,247.3,390.7,842,842,1538,2622,0.646,0.646,0.449,0.251,2,2,0.802,1.38,1.42,0.815,1.21,0.918365844
4,"6","CsCrCl3",6,35.453,35.453,51.9961,51.9961,132.90545,132.90545,2.83,2.83,1.56,1.56,0.8,0.8,2.126,2.126,0.926,0.926,1.67,1.67,1.81,1.81,0.87,1.67,1.67,0.87,1.81,1.81,0.73,0.73,1.67,1.67,12.96764,12.96764,6.7665,6.7665,3.8939,3.8939,3.16,3.16,1.66,1.66,0.79,0.79,0.5,0.5,1.07,1.07,1.71,1.71,671,671,2671,-34.04,-34.04,2671,97,97,4.9,4.9,1.93,1.93,7.15,7.15,15.7,15.7,404,404,28.44,28.44,1907,1907,0.242,0.242,0.45,0.45,0.359,0.359,0.937,0.937,2.126,0.926,1.67,1.033966618
