Compound,X,GroupCat,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,r_VIIofB,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofB,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,ToleranceBVP,Vc
La2MgHfO6,O,NaN,24.305,178.49,138.9055,138.9055,1.23,1.23,1.08,1.08,1.475,1.475,0.863,0.889,0.947,1.172,1.172,0.85,0.86,0.72,0.71,1.03,1.03,7.64624,6.82507,5.5769,5.5769,1.31,1.3,1.1,1.1,0.9,1.3,1.375,1.375,3464,3464,1090,4603,12.1,12.1,24.8,5.9,6.15,6.15,1.74,13.3,44.6,44.6,348.9,152.4,918,918,650,2233,0.195,0.195,1.024,0.144,0.134,0.134,1.56,0.23,1.475,0.876,0.910154222,35.87799224
La2MgIrO6,O,NaN,24.305,192.217,138.9055,138.9055,1.23,1.55,1.08,1.08,1.475,1.475,0.81,0.889,0.947,1.172,1.172,0.765,0.86,0.72,0.63,1.03,1.03,7.64624,8.967,5.5769,5.5769,1.31,2.2,1.1,1.1,0.9,1.16,1.375,1.375,3464,3464,1090,4428,12.1,12.1,24.8,6.4,6.15,6.15,1.74,22.5,44.6,44.6,348.9,213.9,918,918,650,2446,0.195,0.195,1.024,0.131,0.134,0.134,1.56,1.47,1.475,0.8495,0.921865359,36.30169711
La2MgIrO6,O,NaN,24.305,192.217,138.9055,138.9055,1.23,1.55,1.08,1.08,1.475,1.475,0.81,0.889,0.947,1.172,1.172,0.765,0.86,0.72,0.63,1.03,1.03,7.64624,8.967,5.5769,5.5769,1.31,2.2,1.1,1.1,0.9,1.16,1.375,1.375,3464,3464,1090,4428,12.1,12.1,24.8,6.4,6.15,6.15,1.74,22.5,44.6,44.6,348.9,213.9,918,918,650,2446,0.195,0.195,1.024,0.131,0.134,0.134,1.56,1.47,1.475,0.8495,0.921865359,36.30169711
La2MgIrO6,O,NaN,24.305,192.217,138.9055,138.9055,1.23,1.55,1.08,1.08,1.475,1.475,0.81,0.889,0.947,1.172,1.172,0.765,0.86,0.72,0.63,1.03,1.03,7.64624,8.967,5.5769,5.5769,1.31,2.2,1.1,1.1,0.9,1.16,1.375,1.375,3464,3464,1090,4428,12.1,12.1,24.8,6.4,6.15,6.15,1.74,22.5,44.6,44.6,348.9,213.9,918,918,650,2446,0.195,0.195,1.024,0.131,0.134,0.134,1.56,1.47,1.475,0.8495,0.921865359,36.30169711
La2MgMnO6,O,5,24.305,54.938049,138.9055,138.9055,1.23,1.6,1.08,1.08,1.475,1.475,0.693,0.889,0.947,1.172,1.172,0.67,0.86,0.72,0.53,1.03,1.03,7.64624,7.43402,5.5769,5.5769,1.31,1.55,1.1,1.1,0.9,0.99,1.375,1.375,3464,3464,1090,2061,12.1,12.1,24.8,21.7,6.15,6.15,1.74,7.3,44.6,44.6,348.9,235,918,918,650,1246,0.195,0.195,1.024,0.479,0.134,0.134,1.56,0.0782,1.475,0.791,0.948816446,37.27342488
La2MgPtO6,O,NaN,24.305,195.078,138.9055,138.9055,1.23,1.44,1.08,1.08,1.475,1.475,0.819,0.889,0.947,1.172,1.172,0.765,0.86,0.72,0.63,1.03,1.03,7.64624,8.9587,5.5769,5.5769,1.31,2.2,1.1,1.1,0.9,1.24,1.375,1.375,3464,3464,1090,3825,12.1,12.1,24.8,8.8,6.15,6.15,1.74,21.5,44.6,44.6,348.9,113.6,918,918,650,1768.2,0.195,0.195,1.024,0.133,0.134,0.134,1.56,0.716,1.475,0.854,0.919855478,36.22904323
La2MgRhO6,O,NaN,24.305,102.9055,138.9055,138.9055,1.23,1.45,1.08,1.08,1.475,1.475,-300,0.889,0.947,1.172,1.172,0.74,0.86,0.72,0.6,1.03,1.03,7.64624,7.4589,5.5769,5.5769,1.31,2.28,1.1,1.1,0.9,1.11,1.375,1.375,3464,3464,1090,3695,12.1,12.1,24.8,8.2,6.15,6.15,1.74,12.4,44.6,44.6,348.9,258.4,918,918,650,1963,0.195,0.195,1.024,0.243,0.134,0.134,1.56,1.5,1.475,-149.5555,-300,-0.549798302
La2MgRuO6,O,NaN,24.305,101.07,138.9055,138.9055,1.23,1.42,1.08,1.08,1.475,1.475,0.774,0.889,0.947,1.172,1.172,0.76,0.86,0.72,0.62,1.03,1.03,7.64624,7.3605,5.5769,5.5769,1.31,2.2,1.1,1.1,0.9,1.145,1.375,1.375,3464,3464,1090,4150,12.1,12.1,24.8,6.4,6.15,6.15,1.74,12.1,44.6,44.6,348.9,381.8,918,918,650,2333,0.195,0.195,1.024,0.238,0.134,0.134,1.56,1.17,1.475,0.8315,0.929993489,36.59525021
La2MgSnO6,O,NaN,24.305,118.71,138.9055,138.9055,1.23,1.72,1.08,1.08,1.475,1.475,0.845,0.889,0.947,1.172,1.172,0.83,0.86,0.72,0.69,1.03,1.03,7.64624,7.3439,5.5769,5.5769,1.31,1.96,1.1,1.1,0.9,0.88,1.375,1.375,3464,3464,1090,2602,12.1,12.1,24.8,22,6.15,6.15,1.74,7.26,44.6,44.6,348.9,60.4,918,918,650,231.93,0.195,0.195,1.024,0.227,0.134,0.134,1.56,0.666,1.475,0.867,0.914098078,36.02077845
La2MgZrO6,O,3,24.305,91.224,138.9055,138.9055,1.23,1.22,1.08,1.08,1.475,1.475,0.868,0.889,0.947,1.172,1.172,0.86,0.86,0.72,0.72,1.03,1.03,7.64624,6.6339,5.5769,5.5769,1.31,1.33,1.1,1.1,0.9,1.265,1.375,1.375,3464,3464,1090,4409,12.1,12.1,24.8,5.7,6.15,6.15,1.74,6.52,44.6,44.6,348.9,230.2,918,918,650,1854,0.195,0.195,1.024,0.278,0.134,0.134,1.56,0.227,1.475,0.8785,0.909064739,35.83853008
La2MnIrO6,O,NaN,54.938049,192.217,138.9055,138.9055,1.6,1.55,1.08,1.08,1.475,1.475,-300,0.806,0.864,1.172,1.172,0.82,0.72,0.58,0.68,1.03,1.03,7.43402,8.967,5.5769,5.5769,1.55,2.2,1.1,1.1,0.99,1.16,1.375,1.375,3464,3464,2061,4428,12.1,12.1,21.7,6.4,6.15,6.15,7.3,22.5,44.6,44.6,235,213.9,918,918,1246,2446,0.195,0.195,0.479,0.131,0.134,0.134,0.0782,1.47,1.475,-149.597,-300,-0.618324936
La2MnRhO6,O,NaN,54.938049,102.9055,138.9055,138.9055,1.6,1.45,1.08,1.08,1.475,1.475,0.839,0.806,0.864,1.172,1.172,0.805,0.72,0.58,0.67,1.03,1.03,7.43402,7.4589,5.5769,5.5769,1.55,2.28,1.1,1.1,0.99,1.11,1.375,1.375,3464,3464,2061,3695,12.1,12.1,21.7,8.2,6.15,6.15,7.3,12.4,44.6,44.6,235,258.4,918,918,1246,1963,0.195,0.195,0.479,0.243,0.134,0.134,0.0782,1.5,1.475,0.8225,0.934111541,41.44861581
La2MnRuO6,O,NaN,54.938049,101.07,138.9055,138.9055,1.6,1.42,1.08,1.08,1.475,1.475,0.816,0.806,0.864,1.172,1.172,0.82,0.72,0.58,0.68,1.03,1.03,7.43402,7.3605,5.5769,5.5769,1.55,2.2,1.1,1.1,0.99,1.145,1.375,1.375,3464,3464,2061,4150,12.1,12.1,21.7,6.4,6.15,6.15,7.3,12.1,44.6,44.6,235,381.8,918,918,1246,2333,0.195,0.195,0.479,0.238,0.134,0.134,0.0782,1.17,1.475,0.811,0.939426872,41.66533268
La2MnTiO6,O,NaN,54.938049,47.867,138.9055,138.9055,1.6,1.32,1.08,1.08,1.475,1.475,0.755,0.986,1.044,1.172,1.172,0.745,0.81,0.83,0.61,1.03,1.03,7.43402,6.8281,5.5769,5.5769,1.55,1.54,1.1,1.1,0.99,1.15,1.375,1.375,3464,3464,2061,3287,12.1,12.1,21.7,8.6,6.15,6.15,7.3,4.51,44.6,44.6,235,295.6,918,918,1246,1670,0.195,0.195,0.479,0.522,0.134,0.134,0.0782,0.219,1.475,0.8705,0.912560302,35.85446303
La2MnVO6,O,NaN,54.938049,50.9415,138.9055,138.9055,1.6,1.45,1.08,1.08,1.475,1.475,0.724,0.986,1.044,1.172,1.172,0.72,0.81,0.83,0.58,1.03,1.03,7.43402,6.7462,5.5769,5.5769,1.55,1.63,1.1,1.1,0.99,1.09,1.375,1.375,3464,3464,2061,3407,12.1,12.1,21.7,8.4,6.15,6.15,7.3,6,44.6,44.6,235,422,918,918,1246,1910,0.195,0.195,0.479,0.489,0.134,0.134,0.0782,0.307,1.475,0.855,0.919410028,36.10075699
La2NaIrO6,O,NaN,22.98977,192.217,138.9055,138.9055,1.01,1.55,1.08,1.08,1.475,1.475,0.773,1.256,1.313,1.172,1.172,0.71,1.16,1.02,0.57,1.03,1.03,5.13908,8.967,5.5769,5.5769,0.93,2.2,1.1,1.1,1.1,1.16,1.375,1.375,3464,3464,882.94,4428,12.1,12.1,71,6.4,6.15,6.15,0.97,22.5,44.6,44.6,113.1,213.9,918,918,97.79,2446,0.195,0.195,1.225,0.131,0.134,0.134,1.41,1.47,1.475,1.0145,0.853486944,20.90991454
La2NaOsO6,O,NaN,22.98977,190.23,138.9055,138.9055,1.01,1.52,1.08,1.08,1.475,1.475,-300,1.256,1.313,1.172,1.172,0.715,1.16,1.02,0.58,1.03,1.03,5.13908,8.4382,5.5769,5.5769,0.93,2.2,1.1,1.1,1.1,1.17,1.375,1.375,3464,3464,882.94,5012,12.1,12.1,71,5.1,6.15,6.15,0.97,22.59,44.6,44.6,113.1,304.1,918,918,97.79,3033,0.195,0.195,1.225,0.13,0.134,0.134,1.41,0.876,1.475,-149.372,-300,-0.34411022
La2NaRuO6,O,NaN,22.98977,101.07,138.9055,138.9055,1.01,1.42,1.08,1.08,1.475,1.475,0.757,1.256,1.313,1.172,1.172,0.705,1.16,1.02,0.57,1.03,1.03,5.13908,7.3605,5.5769,5.5769,0.93,2.2,1.1,1.1,1.1,1.145,1.375,1.375,3464,3464,882.94,4150,12.1,12.1,71,6.4,6.15,6.15,0.97,12.1,44.6,44.6,113.1,381.8,918,918,97.79,2333,0.195,0.195,1.225,0.238,0.134,0.134,1.41,1.17,1.475,1.0065,0.856567429,20.97884423
La2NiCoO6,O,5,58.6934,58.9332,138.9055,138.9055,1.75,1.7,1.08,1.08,1.475,1.475,0.683,0.786,0.844,1.172,1.172,0.75,0.7,0.56,0.55,1.03,1.03,7.6398,7.881,5.5769,5.5769,1.91,1.88,1.1,1.1,0.96,0.92,1.375,1.375,3464,3464,2913,2927,12.1,12.1,13.4,13,6.15,6.15,8.9,8.86,44.6,44.6,290.3,272.5,918,918,1455,1495,0.195,0.195,0.445,0.421,0.134,0.134,0.907,1,1.475,0.7345,0.976385553,43.19605414
La2NiGeO6,O,NaN,58.6934,72.64,138.9055,138.9055,1.75,-300,1.08,1.08,1.475,1.475,0.688,0.85,0.908,1.172,1.172,0.67,0.83,0.69,0.53,1.03,1.03,7.6398,7.8994,5.5769,5.5769,1.91,2.01,1.1,1.1,0.96,0.72,1.375,1.375,3464,3464,2913,-300,12.1,12.1,13.4,-300,6.15,6.15,8.9,-300,44.6,44.6,290.3,-300,918,918,1455,-300,0.195,0.195,0.445,-300,0.134,0.134,0.907,-300,1.475,0.769,0.959364178,37.70143434
La2NiIrO6,O,NaN,58.6934,192.217,138.9055,138.9055,1.75,1.55,1.08,1.08,1.475,1.475,0.81,0.85,0.908,1.172,1.172,0.765,0.83,0.69,0.63,1.03,1.03,7.6398,8.967,5.5769,5.5769,1.91,2.2,1.1,1.1,0.96,1.16,1.375,1.375,3464,3464,2913,4428,12.1,12.1,13.4,6.4,6.15,6.15,8.9,22.5,44.6,44.6,290.3,213.9,918,918,1455,2446,0.195,0.195,0.445,0.131,0.134,0.134,0.907,1.47,1.475,0.83,0.930677308,36.66625225
La2NiMnO6,O,NaN,58.6934,54.938049,138.9055,138.9055,1.75,1.6,1.08,1.08,1.475,1.475,0.693,0.85,0.908,1.172,1.172,0.67,0.83,0.69,0.53,1.03,1.03,7.6398,7.43402,5.5769,5.5769,1.91,1.55,1.1,1.1,0.96,0.99,1.375,1.375,3464,3464,2913,2061,12.1,12.1,13.4,21.7,6.15,6.15,8.9,7.3,44.6,44.6,290.3,235,918,918,1455,1246,0.195,0.195,0.445,0.479,0.134,0.134,0.907,0.0782,1.475,0.7715,0.958153776,37.65786148
La2NiMnO6,O,5,58.6934,54.938049,138.9055,138.9055,1.75,1.6,1.08,1.08,1.475,1.475,0.693,0.85,0.908,1.172,1.172,0.67,0.83,0.69,0.53,1.03,1.03,7.6398,7.43402,5.5769,5.5769,1.91,1.55,1.1,1.1,0.96,0.99,1.375,1.375,3464,3464,2913,2061,12.1,12.1,13.4,21.7,6.15,6.15,8.9,7.3,44.6,44.6,290.3,235,918,918,1455,1246,0.195,0.195,0.445,0.479,0.134,0.134,0.907,0.0782,1.475,0.7715,0.958153776,37.65786148
La2NiMnO6,O,NaN,58.6934,54.938049,138.9055,138.9055,1.75,1.6,1.08,1.08,1.475,1.475,0.693,0.85,0.908,1.172,1.172,0.67,0.83,0.69,0.53,1.03,1.03,7.6398,7.43402,5.5769,5.5769,1.91,1.55,1.1,1.1,0.96,0.99,1.375,1.375,3464,3464,2913,2061,12.1,12.1,13.4,21.7,6.15,6.15,8.9,7.3,44.6,44.6,290.3,235,918,918,1455,1246,0.195,0.195,0.445,0.479,0.134,0.134,0.907,0.0782,1.475,0.7715,0.958153776,37.65786148
La2NiPtO6,O,NaN,58.6934,195.078,138.9055,138.9055,1.75,1.44,1.08,1.08,1.475,1.475,0.819,0.85,0.908,1.172,1.172,0.765,0.83,0.69,0.63,1.03,1.03,7.6398,8.9587,5.5769,5.5769,1.91,2.2,1.1,1.1,0.96,1.24,1.375,1.375,3464,3464,2913,3825,12.1,12.1,13.4,8.8,6.15,6.15,8.9,21.5,44.6,44.6,290.3,113.6,918,918,1455,1768.2,0.195,0.195,0.445,0.133,0.134,0.134,0.907,0.716,1.475,0.8345,0.928628862,36.59213329
La2NiRhO6,O,NaN,58.6934,102.9055,138.9055,138.9055,1.75,1.45,1.08,1.08,1.475,1.475,-300,0.85,0.908,1.172,1.172,0.74,0.83,0.69,0.6,1.03,1.03,7.6398,7.4589,5.5769,5.5769,1.91,2.28,1.1,1.1,0.96,1.11,1.375,1.375,3464,3464,2913,3695,12.1,12.1,13.4,8.2,6.15,6.15,8.9,12.4,44.6,44.6,290.3,258.4,918,918,1455,1963,0.195,0.195,0.445,0.243,0.134,0.134,0.907,1.5,1.475,-149.575,-300,-0.549715525
La2NiRuO6,O,NaN,58.6934,101.07,138.9055,138.9055,1.75,1.42,1.08,1.08,1.475,1.475,0.774,0.85,0.908,1.172,1.172,0.76,0.83,0.69,0.62,1.03,1.03,7.6398,7.3605,5.5769,5.5769,1.91,2.2,1.1,1.1,0.96,1.145,1.375,1.375,3464,3464,2913,4150,12.1,12.1,13.4,6.4,6.15,6.15,8.9,12.1,44.6,44.6,290.3,381.8,918,918,1455,2333,0.195,0.195,0.445,0.238,0.134,0.134,0.907,1.17,1.475,0.812,0.938962269,36.96575521
La2NiRuO6,O,NaN,58.6934,101.07,138.9055,138.9055,1.75,1.42,1.08,1.08,1.475,1.475,0.774,0.85,0.908,1.172,1.172,0.76,0.83,0.69,0.62,1.03,1.03,7.6398,7.3605,5.5769,5.5769,1.91,2.2,1.1,1.1,0.96,1.145,1.375,1.375,3464,3464,2913,4150,12.1,12.1,13.4,6.4,6.15,6.15,8.9,12.1,44.6,44.6,290.3,381.8,918,918,1455,2333,0.195,0.195,0.445,0.238,0.134,0.134,0.907,1.17,1.475,0.812,0.938962269,36.96575521
La2NiSnO6,O,NaN,58.6934,118.71,138.9055,138.9055,1.75,1.72,1.08,1.08,1.475,1.475,0.845,0.85,0.908,1.172,1.172,0.83,0.83,0.69,0.69,1.03,1.03,7.6398,7.3439,5.5769,5.5769,1.91,1.96,1.1,1.1,0.96,0.88,1.375,1.375,3464,3464,2913,2602,12.1,12.1,13.4,22,6.15,6.15,8.9,7.26,44.6,44.6,290.3,60.4,918,918,1455,231.93,0.195,0.195,0.445,0.227,0.134,0.134,0.907,0.666,1.475,0.8475,0.922761462,36.37968535
La2NiTiO6,O,NaN,58.6934,47.867,138.9055,138.9055,1.75,1.32,1.08,1.08,1.475,1.475,0.755,0.85,0.908,1.172,1.172,0.745,0.83,0.69,0.61,1.03,1.03,7.6398,6.8281,5.5769,5.5769,1.91,1.54,1.1,1.1,0.96,1.15,1.375,1.375,3464,3464,2913,3287,12.1,12.1,13.4,8.6,6.15,6.15,8.9,4.51,44.6,44.6,290.3,295.6,918,918,1455,1670,0.195,0.195,0.445,0.522,0.134,0.134,0.907,0.219,1.475,0.8025,0.943394637,37.1258074
La2NiTiO6,O,NaN,58.6934,47.867,138.9055,138.9055,1.75,1.32,1.08,1.08,1.475,1.475,0.755,0.85,0.908,1.172,1.172,0.745,0.83,0.69,0.61,1.03,1.03,7.6398,6.8281,5.5769,5.5769,1.91,1.54,1.1,1.1,0.96,1.15,1.375,1.375,3464,3464,2913,3287,12.1,12.1,13.4,8.6,6.15,6.15,8.9,4.51,44.6,44.6,290.3,295.6,918,918,1455,1670,0.195,0.195,0.445,0.522,0.134,0.134,0.907,0.219,1.475,0.8025,0.943394637,37.1258074
La2NiVO6,O,NaN,58.6934,50.9415,138.9055,138.9055,1.75,1.45,1.08,1.08,1.475,1.475,0.724,0.85,0.908,1.172,1.172,0.72,0.83,0.69,0.58,1.03,1.03,7.6398,6.7462,5.5769,5.5769,1.91,1.63,1.1,1.1,0.96,1.09,1.375,1.375,3464,3464,2913,3407,12.1,12.1,13.4,8.4,6.15,6.15,8.9,6,44.6,44.6,290.3,422,918,918,1455,1910,0.195,0.195,0.445,0.489,0.134,0.134,0.907,0.307,1.475,0.787,0.950716929,37.38994177
La2NiZrO6,O,NaN,58.6934,91.224,138.9055,138.9055,1.75,1.22,1.08,1.08,1.475,1.475,0.868,0.85,0.908,1.172,1.172,0.86,0.83,0.69,0.72,1.03,1.03,7.6398,6.6339,5.5769,5.5769,1.91,1.33,1.1,1.1,0.96,1.265,1.375,1.375,3464,3464,2913,4409,12.1,12.1,13.4,5.7,6.15,6.15,8.9,6.52,44.6,44.6,290.3,230.2,918,918,1455,1854,0.195,0.195,0.445,0.278,0.134,0.134,0.907,0.227,1.475,0.859,0.917632531,36.19379646
La2ScMnO6,O,NaN,44.95591,54.938049,138.9055,138.9055,1.2,1.6,1.08,1.08,1.475,1.475,0.806,0.895,0.953,1.172,1.172,0.72,0.885,0.75,0.58,1.03,1.03,6.5615,7.43402,5.5769,5.5769,1.36,1.55,1.1,1.1,1.22,0.99,1.375,1.375,3464,3464,2836,2061,12.1,12.1,10.2,21.7,6.15,6.15,2.99,7.3,44.6,44.6,314,235,918,918,1541,1246,0.195,0.195,0.567,0.479,0.134,0.134,0.158,0.0782,1.475,0.8505,0.92141796,40.81335692
La2ZnHfO6,O,NaN,65.409,178.49,138.9055,138.9055,1.66,1.23,1.08,1.08,1.475,1.475,0.863,0.9,0.958,1.172,1.172,0.85,0.88,0.74,0.71,1.03,1.03,9.3942,6.82507,5.5769,5.5769,1.65,1.3,1.1,1.1,0.82,1.3,1.375,1.375,3464,3464,907,4603,12.1,12.1,30.2,5.9,6.15,6.15,7.14,13.3,44.6,44.6,108.1,152.4,918,918,419.53,2233,0.195,0.195,0.388,0.144,0.134,0.134,1.16,0.23,1.475,0.8815,0.907760797,35.77882868
La2ZnIrO6,O,NaN,65.409,192.217,138.9055,138.9055,1.66,1.55,1.08,1.08,1.475,1.475,0.81,0.9,0.958,1.172,1.172,0.765,0.88,0.74,0.63,1.03,1.03,9.3942,8.967,5.5769,5.5769,1.65,2.2,1.1,1.1,0.82,1.16,1.375,1.375,3464,3464,907,4428,12.1,12.1,30.2,6.4,6.15,6.15,7.14,22.5,44.6,44.6,108.1,213.9,918,918,419.53,2446,0.195,0.195,0.388,0.131,0.134,0.134,1.16,1.47,1.475,0.855,0.919410028,36.20018087
La2ZnIrO6,O,NaN,65.409,192.217,138.9055,138.9055,1.66,1.55,1.08,1.08,1.475,1.475,0.81,0.9,0.958,1.172,1.172,0.765,0.88,0.74,0.63,1.03,1.03,9.3942,8.967,5.5769,5.5769,1.65,2.2,1.1,1.1,0.82,1.16,1.375,1.375,3464,3464,907,4428,12.1,12.1,30.2,6.4,6.15,6.15,7.14,22.5,44.6,44.6,108.1,213.9,918,918,419.53,2446,0.195,0.195,0.388,0.131,0.134,0.134,1.16,1.47,1.475,0.855,0.919410028,36.20018087
La2ZnIrO6,O,NaN,65.409,192.217,138.9055,138.9055,1.66,1.55,1.08,1.08,1.475,1.475,0.81,0.9,0.958,1.172,1.172,0.765,0.88,0.74,0.63,1.03,1.03,9.3942,8.967,5.5769,5.5769,1.65,2.2,1.1,1.1,0.82,1.16,1.375,1.375,3464,3464,907,4428,12.1,12.1,30.2,6.4,6.15,6.15,7.14,22.5,44.6,44.6,108.1,213.9,918,918,419.53,2446,0.195,0.195,0.388,0.131,0.134,0.134,1.16,1.47,1.475,0.855,0.919410028,36.20018087
La2ZnMnO6,O,NaN,65.409,54.938049,138.9055,138.9055,1.66,1.6,1.08,1.08,1.475,1.475,0.693,0.9,0.958,1.172,1.172,0.67,0.88,0.74,0.53,1.03,1.03,9.3942,7.43402,5.5769,5.5769,1.65,1.55,1.1,1.1,0.82,0.99,1.375,1.375,3464,3464,907,2061,12.1,12.1,30.2,21.7,6.15,6.15,7.14,7.3,44.6,44.6,108.1,235,918,918,419.53,1246,0.195,0.195,0.388,0.479,0.134,0.134,1.16,0.0782,1.475,0.7965,0.946215653,37.16640912
La2ZnPtO6,O,NaN,65.409,195.078,138.9055,138.9055,1.66,1.44,1.08,1.08,1.475,1.475,0.819,0.9,0.958,1.172,1.172,0.765,0.88,0.74,0.63,1.03,1.03,9.3942,8.9587,5.5769,5.5769,1.65,2.2,1.1,1.1,0.82,1.24,1.375,1.375,3464,3464,907,3825,12.1,12.1,30.2,8.8,6.15,6.15,7.14,21.5,44.6,44.6,108.1,113.6,918,918,419.53,1768.2,0.195,0.195,0.388,0.133,0.134,0.134,1.16,0.716,1.475,0.8595,0.917410827,36.12793236
La2ZnRhO6,O,NaN,65.409,102.9055,138.9055,138.9055,1.66,1.45,1.08,1.08,1.475,1.475,-300,0.9,0.958,1.172,1.172,0.74,0.88,0.74,0.6,1.03,1.03,9.3942,7.4589,5.5769,5.5769,1.65,2.28,1.1,1.1,0.82,1.11,1.375,1.375,3464,3464,907,3695,12.1,12.1,30.2,8.2,6.15,6.15,7.14,12.4,44.6,44.6,108.1,258.4,918,918,419.53,1963,0.195,0.195,0.388,0.243,0.134,0.134,1.16,1.5,1.475,-149.55,-300,-0.549821654
La2ZnRuO6,O,NaN,65.409,101.07,138.9055,138.9055,1.66,1.42,1.08,1.08,1.475,1.475,0.774,0.9,0.958,1.172,1.172,0.76,0.88,0.74,0.62,1.03,1.03,9.3942,7.3605,5.5769,5.5769,1.65,2.2,1.1,1.1,0.82,1.145,1.375,1.375,3464,3464,907,4150,12.1,12.1,30.2,6.4,6.15,6.15,7.14,12.1,44.6,44.6,108.1,381.8,918,918,419.53,2333,0.195,0.195,0.388,0.238,0.134,0.134,1.16,1.17,1.475,0.837,0.927494728,36.49208785
La2ZnTiO6,O,5,65.409,47.867,138.9055,138.9055,1.66,1.32,1.08,1.08,1.475,1.475,0.755,0.9,0.958,1.172,1.172,0.745,0.88,0.74,0.61,1.03,1.03,9.3942,6.8281,5.5769,5.5769,1.65,1.54,1.1,1.1,0.82,1.15,1.375,1.375,3464,3464,907,3287,12.1,12.1,30.2,8.6,6.15,6.15,7.14,4.51,44.6,44.6,108.1,295.6,918,918,419.53,1670,0.195,0.195,0.388,0.522,0.134,0.134,1.16,0.219,1.475,0.8275,0.931819243,36.64805595
LaAlO3,O,NaN,26.981538,26.981538,138.9055,138.9055,1.47,1.47,1.08,1.08,1.475,1.475,0.666,0.666,0.724,1.172,1.172,0.675,0.675,0.54,0.54,1.03,1.03,5.98577,5.98577,5.5769,5.5769,1.61,1.61,1.1,1.1,0.77,0.77,1.375,1.375,3464,3464,2519,2519,12.1,12.1,23.1,23.1,6.15,6.15,2.7,2.7,44.6,44.6,399.9,399.9,918,918,660.32,660.32,0.195,0.195,0.904,0.904,0.134,0.134,2.37,2.37,1.475,0.666,1.012037158,44.82612462
LaCoO3,O,NaN,58.9332,58.9332,138.9055,138.9055,1.7,1.7,1.08,1.08,1.475,1.475,0.683,0.683,0.741,1.172,1.172,0.75,0.75,0.55,0.55,1.03,1.03,7.881,7.881,5.5769,5.5769,1.88,1.88,1.1,1.1,0.92,0.92,1.375,1.375,3464,3464,2927,2927,12.1,12.1,13,13,6.15,6.15,8.86,8.86,44.6,44.6,272.5,272.5,918,918,1495,1495,0.195,0.195,0.421,0.421,0.134,0.134,1,1,1.475,0.683,1.002948604,44.43004136
LaCoO3,O,NaN,58.9332,58.9332,138.9055,138.9055,1.7,1.7,1.08,1.08,1.475,1.475,0.683,0.683,0.741,1.172,1.172,0.75,0.75,0.55,0.55,1.03,1.03,7.881,7.881,5.5769,5.5769,1.88,1.88,1.1,1.1,0.92,0.92,1.375,1.375,3464,3464,2927,2927,12.1,12.1,13,13,6.15,6.15,8.86,8.86,44.6,44.6,272.5,272.5,918,918,1495,1495,0.195,0.195,0.421,0.421,0.134,0.134,1,1,1.475,0.683,1.002948604,44.43004136
LaCoO3,O,NaN,58.9332,58.9332,138.9055,138.9055,1.7,1.7,1.08,1.08,1.475,1.475,0.683,0.683,0.741,1.172,1.172,0.75,0.75,0.55,0.55,1.03,1.03,7.881,7.881,5.5769,5.5769,1.88,1.88,1.1,1.1,0.92,0.92,1.375,1.375,3464,3464,2927,2927,12.1,12.1,13,13,6.15,6.15,8.86,8.86,44.6,44.6,272.5,272.5,918,918,1495,1495,0.195,0.195,0.421,0.421,0.134,0.134,1,1,1.475,0.683,1.002948604,44.43004136
LaCoO3,O,NaN,58.9332,58.9332,138.9055,138.9055,1.7,1.7,1.08,1.08,1.475,1.475,0.683,0.683,0.741,1.172,1.172,0.75,0.75,0.55,0.55,1.03,1.03,7.881,7.881,5.5769,5.5769,1.88,1.88,1.1,1.1,0.92,0.92,1.375,1.375,3464,3464,2927,2927,12.1,12.1,13,13,6.15,6.15,8.86,8.86,44.6,44.6,272.5,272.5,918,918,1495,1495,0.195,0.195,0.421,0.421,0.134,0.134,1,1,1.475,0.683,1.002948604,44.43004136
