Compound,GroupCat,AtomicMassofX,AtomicMassofXprime,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofX,ARENofXprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,rofX,rofXprime,IonizationPotentialofX,IonizationPotentialofXprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,PaulingENofX,PaulingENofXprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,ToleranceBVP
Sr2InOsO6,5,15.9994,15.9994,114.818,190.23,87.62,87.62,3.5,3.5,1.49,1.52,0.99,0.99,1.571,1.571,-300,0.948,1.21,1.21,13.61806,13.61806,5.78636,8.4382,5.6949,5.6949,3.44,3.44,1.78,2.2,0.95,0.95,1382,1382,2072,5012,22.5,22.5,32.1,5.1,2.64,2.64,7.31,22.59,84.8,84.8,28.6,304.1,777,777,156.6,3033,0.306,0.306,0.233,0.13,0.353,0.353,0.816,0.876,-300
Sr2MgWO6,5,15.9994,15.9994,24.305,183.84,87.62,87.62,3.5,3.5,1.23,1.4,0.99,0.99,1.571,1.571,0.71,0.889,1.21,1.21,13.61806,13.61806,7.64624,7.864,5.6949,5.6949,3.44,3.44,1.31,1.7,0.95,0.95,1382,1382,1090,5555,22.5,22.5,24.8,4.5,2.64,2.64,1.74,19.3,84.8,84.8,348.9,284.5,777,777,650,3414,0.306,0.306,1.024,0.132,0.353,0.353,1.56,1.74,0.978583707
Sr2MnTiO6,3,15.9994,15.9994,54.938049,47.867,87.62,87.62,3.5,3.5,1.6,1.32,0.99,0.99,1.571,1.571,0.755,0.693,1.21,1.21,13.61806,13.61806,7.43402,6.8281,5.6949,5.6949,3.44,3.44,1.55,1.54,0.95,0.95,1382,1382,2061,3287,22.5,22.5,21.7,8.6,2.64,2.64,7.3,4.51,84.8,84.8,235,295.6,777,777,1246,1670,0.306,0.306,0.479,0.522,0.353,0.353,0.0782,0.219,1.016785914
Sr2NiOsO6,5,15.9994,15.9994,58.6934,190.23,87.62,87.62,3.5,3.5,1.75,1.52,0.99,0.99,1.571,1.571,0.82,0.85,1.21,1.21,13.61806,13.61806,7.6398,8.4382,5.6949,5.6949,3.44,3.44,1.91,2.2,0.95,0.95,1382,1382,2913,5012,22.5,22.5,13.4,5.1,2.64,2.64,8.9,22.59,84.8,84.8,290.3,304.1,777,777,1455,3033,0.306,0.306,0.445,0.13,0.353,0.353,0.907,0.876,0.961596068
Sr2ScOsO6,5,15.9994,15.9994,44.95591,190.23,87.62,87.62,3.5,3.5,1.2,1.52,0.99,0.99,1.571,1.571,-300,0.895,1.21,1.21,13.61806,13.61806,6.5615,8.4382,5.6949,5.6949,3.44,3.44,1.36,2.2,0.95,0.95,1382,1382,2836,5012,22.5,22.5,10.2,5.1,2.64,2.64,2.99,22.59,84.8,84.8,314,304.1,777,777,1541,3033,0.306,0.306,0.567,0.13,0.353,0.353,0.158,0.876,-300
Sr3WO6,4,15.9994,15.9994,87.62,183.84,87.62,87.62,3.5,3.5,0.99,1.4,0.99,0.99,1.571,1.571,0.71,1.314,1.21,1.21,13.61806,13.61806,5.6949,7.864,5.6949,5.6949,3.44,3.44,0.95,1.7,0.95,0.95,1382,1382,1382,5555,22.5,22.5,22.5,4.5,2.64,2.64,2.64,19.3,84.8,84.8,84.8,284.5,777,777,777,3414,0.306,0.306,0.306,0.132,0.353,0.353,0.353,1.74,0.884997281
YCoO3,5,15.9994,15.9994,58.9332,58.9332,88.90585,88.90585,3.5,3.5,1.7,1.7,1.11,1.11,1.322,1.322,0.683,0.683,1.21,1.21,13.61806,13.61806,7.881,7.881,6.2171,6.2171,3.44,3.44,1.88,1.88,1.22,1.22,3345,3345,2927,2927,10.6,10.6,13,13,4.47,4.47,8.86,8.86,128,128,272.5,272.5,1522,1522,1495,1495,0.298,0.298,0.421,0.421,0.172,0.172,1,1,0.945797343
YCrO3,5,15.9994,15.9994,51.9961,51.9961,88.90585,88.90585,3.5,3.5,1.56,1.56,1.11,1.11,1.322,1.322,0.77,0.77,1.21,1.21,13.61806,13.61806,6.7665,6.7665,6.2171,6.2171,3.44,3.44,1.66,1.66,1.22,1.22,3345,3345,2671,2671,10.6,10.6,4.9,4.9,4.47,4.47,7.15,7.15,128,128,404,404,1522,1522,1907,1907,0.298,0.298,0.45,0.45,0.172,0.172,0.937,0.937,0.904239581
CsEuBr3,5,79.904,79.904,151.964,151.964,132.90545,132.90545,2.74,2.74,-300,-300,0.8,0.8,2.126,2.126,1.326,1.326,1.82,1.82,11.81381,11.81381,5.6704,5.6704,3.8939,3.8939,2.96,2.96,-300,-300,0.79,0.79,671,671,1529,1529,97,97,35,35,1.93,1.93,5.24,5.24,15.7,15.7,60.6,60.6,28.44,28.44,822,822,0.242,0.242,0.182,0.182,0.359,0.359,0.139,0.139,0.886917787
Ag2VAsO6,16,15.9994,15.9994,50.9415,74.9216,107.8682,107.8682,3.5,3.5,1.45,2.02,1.42,1.42,1.551,1.551,0.624,0.66,1.21,1.21,13.61806,13.61806,6.7462,9.7886,7.5762,7.5762,3.44,3.44,1.63,2.18,1.93,1.93,2162,2162,3407,-300,18.9,18.9,8.4,-300,10.5,10.5,6,-300,104.6,104.6,422,-300,961.78,961.78,1910,-300,0.235,0.235,0.489,-300,4.29,4.29,0.307,-300,1.054169451
Ba2LiReO6,3,15.9994,15.9994,6.941,186.207,137.327,137.327,3.5,3.5,0.97,1.46,0.97,0.97,1.738,1.738,0.7,0.919,1.21,1.21,13.61806,13.61806,5.39172,7.8335,5.2117,5.2117,3.44,3.44,0.98,1.9,0.89,0.89,1897,1897,1342,5596,20.6,20.6,46,6.2,3.62,3.62,0.534,20.8,51.8,51.8,432,324.5,727,727,180.5,3186,0.205,0.205,3.57,0.137,0.184,0.184,0.847,0.479,1.032211335
Ba2NaReO6,3,15.9994,15.9994,22.98977,186.207,137.327,137.327,3.5,3.5,1.01,1.46,0.97,0.97,1.738,1.738,0.7,1.256,1.21,1.21,13.61806,13.61806,5.13908,7.8335,5.2117,5.2117,3.44,3.44,0.93,1.9,0.89,0.89,1897,1897,882.94,5596,20.6,20.6,71,6.2,3.62,3.62,0.97,20.8,51.8,51.8,113.1,324.5,727,727,97.79,3186,0.205,0.205,1.225,0.137,0.184,0.184,1.41,0.479,0.95271974
BaCeO3,5,15.9994,15.9994,140.116,140.116,137.327,137.327,3.5,3.5,-300,-300,0.97,0.97,1.738,1.738,0.968,0.968,1.21,1.21,13.61806,13.61806,5.5387,5.5387,5.2117,5.2117,3.44,3.44,1.12,1.12,0.89,0.89,1897,1897,3443,3443,20.6,20.6,6.3,6.3,3.62,3.62,6.77,6.77,51.8,51.8,39,39,727,727,798,798,0.205,0.205,0.192,0.192,0.184,0.184,0.113,0.113,0.957094027
BaPrO3,NaN,15.9994,15.9994,140.90765,140.90765,137.327,137.327,3.5,3.5,-300,-300,0.97,0.97,1.738,1.738,-300,-300,1.21,1.21,13.61806,13.61806,5.473,5.473,5.2117,5.2117,3.44,3.44,1.13,1.13,0.89,0.89,1897,1897,3520,3520,20.6,20.6,6.7,6.7,3.62,3.62,6.77,6.77,51.8,51.8,48.9,48.9,727,727,931,931,0.205,0.205,0.193,0.193,0.184,0.184,0.125,0.125,-300
BaUO3,3,15.9994,15.9994,238.02891,238.02891,137.327,137.327,3.5,3.5,-300,-300,0.97,0.97,1.738,1.738,1.052,1.052,1.21,1.21,13.61806,13.61806,6.19405,6.19405,5.2117,5.2117,3.44,3.44,1.7,1.7,0.89,0.89,1897,1897,4131,4131,20.6,20.6,13.9,13.9,3.62,3.62,19.1,19.1,51.8,51.8,38.4,38.4,727,727,1135,1135,0.205,0.205,0.116,0.116,0.184,0.184,0.276,0.276,0.921552074
Ca2AlNbO6,5,15.9994,15.9994,26.981538,92.90638,40.078,40.078,3.5,3.5,1.47,1.23,1.04,1.04,1.42,1.42,0.768,0.666,1.21,1.21,13.61806,13.61806,5.98577,6.75885,6.11316,6.11316,3.44,3.44,1.61,1.6,1,1,1484,1484,2519,4744,22.3,22.3,23.1,7.3,1.54,1.54,2.7,8.57,213.1,213.1,399.9,323,842,842,660.32,2477,0.646,0.646,0.904,0.265,2,2,2.37,0.537,0.96507049
Ca2CrTaO6,5,15.9994,15.9994,51.9961,180.9479,40.078,40.078,3.5,3.5,1.56,1.33,1.04,1.04,1.42,1.42,0.777,0.77,1.21,1.21,13.61806,13.61806,6.7665,7.5496,6.11316,6.11316,3.44,3.44,1.66,1.5,1,1,1484,1484,2671,5458,22.3,22.3,4.9,6.3,1.54,1.54,7.15,16.4,213.1,213.1,404,202.1,842,842,1907,3007,0.646,0.646,0.45,0.14,2,2,0.937,0.575,0.937580456
Ca2SiTiO6,3,15.9994,15.9994,28.0855,47.867,40.078,40.078,3.5,3.5,1.74,1.32,1.04,1.04,1.42,1.42,0.755,0.564,1.21,1.21,13.61806,13.61806,8.15169,6.8281,6.11316,6.11316,3.44,3.44,1.9,1.54,1,1,1484,1484,-300,3287,22.3,22.3,-300,8.6,1.54,1.54,-300,4.51,213.1,213.1,-300,295.6,842,842,-300,1670,0.646,0.646,-300,0.522,2,2,-300,0.219,0.994753054
Ca2VMoO6,5,15.9994,15.9994,50.9415,95.94,40.078,40.078,3.5,3.5,1.45,1.3,1.04,1.04,1.42,1.42,1.18,0.724,1.21,1.21,13.61806,13.61806,6.7462,7.09243,6.11316,6.11316,3.44,3.44,1.63,2.16,1,1,1484,1484,3407,4639,22.3,22.3,8.4,4.8,1.54,1.54,6,10.2,213.1,213.1,422,390.7,842,842,1910,2622,0.646,0.646,0.489,0.251,2,2,0.307,1.38,0.860171524
Ca3MoO6,5,15.9994,15.9994,40.078,95.94,40.078,40.078,3.5,3.5,1.04,1.3,1.04,1.04,1.42,1.42,0.7,1.163,1.21,1.21,13.61806,13.61806,6.11316,7.09243,6.11316,6.11316,3.44,3.44,1,2.16,1,1,1484,1484,1484,4639,22.3,22.3,22.3,4.8,1.54,1.54,1.54,10.2,213.1,213.1,213.1,390.7,842,842,842,2622,0.646,0.646,0.646,0.251,2,2,2,1.38,0.868405713
Ca3UO6,5,15.9994,15.9994,40.078,40.078,40.078,40.078,3.5,3.5,1.04,1.04,1.04,1.04,1.42,1.42,-300,1.163,1.21,1.21,13.61806,13.61806,6.11316,6.11316,6.11316,6.11316,3.44,3.44,1,1,1,1,1484,1484,1484,1484,22.3,22.3,22.3,22.3,1.54,1.54,1.54,1.54,213.1,213.1,213.1,213.1,842,842,842,842,0.646,0.646,0.646,0.646,2,2,2,2,-300
CaMoO3,5,15.9994,15.9994,95.94,95.94,40.078,40.078,3.5,3.5,1.3,1.3,1.04,1.04,1.42,1.42,1.18,1.18,1.21,1.21,13.61806,13.61806,7.09243,7.09243,6.11316,6.11316,3.44,3.44,2.16,2.16,1,1,1484,1484,4639,4639,22.3,22.3,4.8,4.8,1.54,1.54,10.2,10.2,213.1,213.1,390.7,390.7,842,842,2622,2622,0.646,0.646,0.251,0.251,2,2,1.38,1.38,0.77811332
CaVO3,5,15.9994,15.9994,50.9415,50.9415,40.078,40.078,3.5,3.5,1.45,1.45,1.04,1.04,1.42,1.42,0.724,0.724,1.21,1.21,13.61806,13.61806,6.7462,6.7462,6.11316,6.11316,3.44,3.44,1.63,1.63,1,1,1484,1484,3407,3407,22.3,22.3,8.4,8.4,1.54,1.54,6,6,213.1,213.1,422,422,842,842,1910,1910,0.646,0.646,0.489,0.489,2,2,0.307,0.307,0.961577474
CeScO3,5,15.9994,15.9994,44.95591,44.95591,140.116,140.116,3.5,3.5,1.2,1.2,-300,-300,1.454,1.454,0.895,0.895,1.21,1.21,13.61806,13.61806,6.5615,6.5615,5.5387,5.5387,3.44,3.44,1.36,1.36,1.12,1.12,3443,3443,2836,2836,6.3,6.3,10.2,10.2,6.77,6.77,2.99,2.99,39,39,314,314,798,798,1541,1541,0.192,0.192,0.567,0.567,0.113,0.113,0.158,0.158,0.894884782
CsPbBr3,5,79.904,79.904,207.2,207.2,132.90545,132.90545,2.74,2.74,1.55,1.55,0.8,0.8,2.126,2.126,1.308,1.308,1.82,1.82,11.81381,11.81381,7.41666,7.41666,3.8939,3.8939,2.96,2.96,1.8,1.8,0.79,0.79,671,671,1749,1749,97,97,28.9,28.9,1.93,1.93,11.3,11.3,15.7,15.7,23.1,23.1,28.44,28.44,327.46,327.46,0.242,0.242,0.127,0.127,0.359,0.359,0.353,0.353,0.892021534
CsPbI3,5,126.90447,126.90447,207.2,207.2,132.90545,132.90545,2.21,2.21,1.55,1.55,0.8,0.8,2.126,2.126,1.308,1.308,2.06,2.06,10.45126,10.45126,7.41666,7.41666,3.8939,3.8939,2.66,2.66,1.8,1.8,0.79,0.79,671,671,1749,1749,97,97,28.9,28.9,1.93,1.93,11.3,11.3,15.7,15.7,23.1,23.1,28.44,28.44,327.46,327.46,0.242,0.242,0.127,0.127,0.359,0.359,0.353,0.353,0.878844711
Cu2BiAsO6,16,15.9994,15.9994,208.98038,74.9216,63.546,63.546,3.5,3.5,1.67,2.02,1.75,1.75,1.132,1.132,0.624,1.14,1.21,1.21,13.61806,13.61806,7.2856,9.7886,7.72638,7.72638,3.44,3.44,1.9,2.18,1.9,1.9,2562,2562,1564,-300,16.5,16.5,13.4,-300,8.96,8.96,9.79,-300,203.5,203.5,53.3,-300,1084.62,1084.62,271.4,-300,0.384,0.384,0.122,-300,4.01,4.01,0.0787,-300,0.79160807
Cu2BiVO6,16,15.9994,15.9994,208.98038,50.9415,63.546,63.546,3.5,3.5,1.67,1.45,1.75,1.75,1.132,1.132,0.66,1.14,1.21,1.21,13.61806,13.61806,7.2856,6.7462,7.72638,7.72638,3.44,3.44,1.9,1.63,1.9,1.9,2562,2562,1564,3407,16.5,16.5,13.4,8.4,8.96,8.96,9.79,6,203.5,203.5,53.3,422,1084.62,1084.62,271.4,1910,0.384,0.384,0.122,0.489,4.01,4.01,0.0787,0.307,0.784855015
FeTiO3,2,15.9994,15.9994,47.867,47.867,55.845,55.845,3.5,3.5,1.32,1.32,1.64,1.64,1.187,1.187,0.755,0.755,1.21,1.21,13.61806,13.61806,6.8281,6.8281,7.9024,7.9024,3.44,3.44,1.54,1.54,1.83,1.83,2861,2861,3287,3287,11.8,11.8,8.6,8.6,7.87,7.87,4.51,4.51,247.3,247.3,295.6,295.6,1538,1538,1670,1670,0.449,0.449,0.522,0.522,0.802,0.802,0.219,0.219,0.862562318
La2LiReO6,5,15.9994,15.9994,6.941,186.207,138.9055,138.9055,3.5,3.5,0.97,1.46,1.08,1.08,1.475,1.475,0.717,0.919,1.21,1.21,13.61806,13.61806,5.39172,7.8335,5.5769,5.5769,3.44,3.44,0.98,1.9,1.1,1.1,3464,3464,1342,5596,12.1,12.1,46,6.2,6.15,6.15,0.534,20.8,44.6,44.6,432,324.5,918,918,180.5,3186,0.195,0.195,3.57,0.137,0.134,0.134,0.847,0.479,0.936184274
LaTmO3,5,15.9994,15.9994,168.93421,168.93421,138.9055,138.9055,3.5,3.5,-300,-300,1.08,1.08,1.475,1.475,1.046,1.046,1.21,1.21,13.61806,13.61806,6.18431,6.18431,5.5769,5.5769,3.44,3.44,1.25,1.25,1.1,1.1,3464,3464,1950,1950,12.1,12.1,13.3,13.3,6.15,6.15,9.32,9.32,44.6,44.6,99.7,99.7,918,918,1545,1545,0.195,0.195,0.16,0.16,0.134,0.134,0.169,0.169,0.841569906
LaYO3,5,15.9994,15.9994,88.90585,88.90585,138.9055,138.9055,3.5,3.5,1.11,1.11,1.08,1.08,1.475,1.475,1.065,1.065,1.21,1.21,13.61806,13.61806,6.2171,6.2171,5.5769,5.5769,3.44,3.44,1.22,1.22,1.1,1.1,3464,3464,3345,3345,12.1,12.1,10.6,10.6,6.15,6.15,4.47,4.47,44.6,44.6,128,128,918,918,1522,1522,0.195,0.195,0.298,0.298,0.134,0.134,0.172,0.172,0.83454141
LuMnO3,5,15.9994,15.9994,54.938049,54.938049,174.967,174.967,3.5,3.5,1.6,1.6,-300,-300,1.274,1.274,0.806,0.806,1.21,1.21,13.61806,13.61806,7.43402,7.43402,5.4259,5.4259,3.44,3.44,1.55,1.55,1,1,3402,3402,2061,2061,9.9,9.9,21.7,21.7,9.84,9.84,7.3,7.3,126,126,235,235,1663,1663,1246,1246,0.154,0.154,0.479,0.479,0.164,0.164,0.0782,0.0782,0.87125657
Mn2FeWO6,16,15.9994,15.9994,55.845,55.845,54.938049,54.938049,3.5,3.5,1.64,1.64,1.6,1.6,1.243,1.243,0.55,0.93,1.21,1.21,13.61806,13.61806,7.9024,7.9024,7.43402,7.43402,3.44,3.44,1.83,1.83,1.55,1.55,2061,2061,2861,2861,21.7,21.7,11.8,11.8,7.3,7.3,7.87,7.87,235,235,247.3,247.3,1246,1246,1538,1538,0.479,0.479,0.449,0.449,0.0782,0.0782,0.802,0.802,0.889504069
NaMnF3,5,18.9984032,18.9984032,54.938049,54.938049,22.98977,22.98977,4.1,4.1,1.6,1.6,1.01,1.01,1.512,1.512,0.986,0.986,1.145,1.145,17.42282,17.42282,7.43402,7.43402,5.13908,5.13908,3.98,3.98,1.55,1.55,0.93,0.93,882.94,882.94,2061,2061,71,71,21.7,21.7,0.97,0.97,7.3,7.3,113.1,113.1,235,235,97.79,97.79,1246,1246,1.225,1.225,0.479,0.479,1.41,1.41,0.0782,0.0782,0.881643697
NaVO3,11,15.9994,15.9994,50.9415,50.9415,22.98977,22.98977,3.5,3.5,1.45,1.45,1.01,1.01,1.512,1.512,0.66,0.66,1.21,1.21,13.61806,13.61806,6.7462,6.7462,5.13908,5.13908,3.44,3.44,1.63,1.63,0.93,0.93,882.94,882.94,3407,3407,71,71,8.4,8.4,0.97,0.97,6,6,113.1,113.1,422,422,97.79,97.79,1910,1910,1.225,1.225,0.489,0.489,1.41,1.41,0.307,0.307,1.029275218
Pb2BiVO6,16,15.9994,15.9994,208.98038,50.9415,207.2,207.2,3.5,3.5,1.67,1.45,1.55,1.55,1.565,1.565,0.66,1.14,1.21,1.21,13.61806,13.61806,7.2856,6.7462,7.41666,7.41666,3.44,3.44,1.9,1.63,1.8,1.8,1749,1749,1564,3407,28.9,28.9,13.4,8.4,11.3,11.3,9.79,6,23.1,23.1,53.3,422,327.46,327.46,271.4,1910,0.127,0.127,0.122,0.489,0.353,0.353,0.0787,0.307,0.92996271
Pb2CoReO6,5,15.9994,15.9994,58.9332,186.207,207.2,207.2,3.5,3.5,1.7,1.46,1.55,1.55,1.565,1.565,0.65,0.888,1.21,1.21,13.61806,13.61806,7.881,7.8335,7.41666,7.41666,3.44,3.44,1.88,1.9,1.8,1.8,1749,1749,2927,5596,28.9,28.9,13,6.2,11.3,11.3,8.86,20.8,23.1,23.1,272.5,324.5,327.46,327.46,1495,3186,0.127,0.127,0.421,0.137,0.353,0.353,1,0.479,0.991521636
PrScO3,5,15.9994,15.9994,44.95591,44.95591,140.90765,140.90765,3.5,3.5,1.2,1.2,-300,-300,1.441,1.441,0.895,0.895,1.21,1.21,13.61806,13.61806,6.5615,6.5615,5.473,5.473,3.44,3.44,1.36,1.36,1.13,1.13,3520,3520,2836,2836,6.7,6.7,10.2,10.2,6.77,6.77,2.99,2.99,48.9,48.9,314,314,931,931,1541,1541,0.193,0.193,0.567,0.567,0.125,0.125,0.158,0.158,0.890517851
SmTiO3,5,15.9994,15.9994,47.867,47.867,150.36,150.36,3.5,3.5,1.32,1.32,-300,-300,-300,-300,0.755,0.755,1.21,1.21,13.61806,13.61806,6.8281,6.8281,5.6436,5.6436,3.44,3.44,1.54,1.54,1.17,1.17,1794,1794,3287,3287,12.7,12.7,8.6,8.6,7.52,7.52,4.51,4.51,57.3,57.3,295.6,295.6,1074,1074,1670,1670,0.196,0.196,0.522,0.522,0.133,0.133,0.219,0.219,-300
Sr2GaSbO6,5,15.9994,15.9994,69.723,121.76,87.62,87.62,3.5,3.5,1.82,1.82,0.99,0.99,1.571,1.571,0.799,0.776,1.21,1.21,13.61806,13.61806,5.9993,8.6084,5.6949,5.6949,3.44,3.44,1.81,2.05,0.95,0.95,1382,1382,2204,1587,22.5,22.5,18,11,2.64,2.64,5.91,6.68,84.8,84.8,80,162.5,777,777,29.767,630.63,0.306,0.306,0.374,0.207,0.353,0.353,0.406,0.243,0.984462557
Sr2MgMoO6,5,15.9994,15.9994,24.305,95.94,87.62,87.62,3.5,3.5,1.23,1.3,0.99,0.99,1.571,1.571,0.7,0.889,1.21,1.21,13.61806,13.61806,7.64624,7.09243,5.6949,5.6949,3.44,3.44,1.31,2.16,0.95,0.95,1382,1382,1090,4639,22.5,22.5,24.8,4.8,2.64,2.64,1.74,10.2,84.8,84.8,348.9,390.7,777,777,650,2622,0.306,0.306,1.024,0.251,0.353,0.353,1.56,1.38,0.981024674
Sr2MgWO6,5,15.9994,15.9994,24.305,183.84,87.62,87.62,3.5,3.5,1.23,1.4,0.99,0.99,1.571,1.571,0.71,0.889,1.21,1.21,13.61806,13.61806,7.64624,7.864,5.6949,5.6949,3.44,3.44,1.31,1.7,0.95,0.95,1382,1382,1090,5555,22.5,22.5,24.8,4.5,2.64,2.64,1.74,19.3,84.8,84.8,348.9,284.5,777,777,650,3414,0.306,0.306,1.024,0.132,0.353,0.353,1.56,1.74,0.978583707
Sr2MnMoO6,5,15.9994,15.9994,54.938049,95.94,87.62,87.62,3.5,3.5,1.6,1.3,0.99,0.99,1.571,1.571,0.7,0.986,1.21,1.21,13.61806,13.61806,7.43402,7.09243,5.6949,5.6949,3.44,3.44,1.55,2.16,0.95,0.95,1382,1382,2061,4639,22.5,22.5,21.7,4.8,2.64,2.64,7.3,10.2,84.8,84.8,235,390.7,777,777,1246,2622,0.306,0.306,0.479,0.251,0.353,0.353,0.0782,1.38,0.957848981
Sr2NaReO6,5,15.9994,15.9994,22.98977,186.207,87.62,87.62,3.5,3.5,1.01,1.46,0.99,0.99,1.571,1.571,0.7,1.256,1.21,1.21,13.61806,13.61806,5.13908,7.8335,5.6949,5.6949,3.44,3.44,0.93,1.9,0.95,0.95,1382,1382,882.94,5596,22.5,22.5,71,6.2,2.64,2.64,0.97,20.8,84.8,84.8,113.1,324.5,777,777,97.79,3186,0.306,0.306,1.225,0.137,0.353,0.353,1.41,0.479,0.898749524
Sr2NiMoO6,5,15.9994,15.9994,58.6934,95.94,87.62,87.62,3.5,3.5,1.75,1.3,0.99,0.99,1.571,1.571,0.7,0.85,1.21,1.21,13.61806,13.61806,7.6398,7.09243,5.6949,5.6949,3.44,3.44,1.91,2.16,0.95,0.95,1382,1382,2913,4639,22.5,22.5,13.4,4.8,2.64,2.64,8.9,10.2,84.8,84.8,290.3,390.7,777,777,1455,2622,0.306,0.306,0.445,0.251,0.353,0.353,0.907,1.38,0.990661944
Sr2ScNbO6,5,15.9994,15.9994,44.95591,92.90638,87.62,87.62,3.5,3.5,1.2,1.23,0.99,0.99,1.571,1.571,0.768,0.895,1.21,1.21,13.61806,13.61806,6.5615,6.75885,5.6949,5.6949,3.44,3.44,1.36,1.6,0.95,0.95,1382,1382,2836,4744,22.5,22.5,10.2,7.3,2.64,2.64,2.99,8.57,84.8,84.8,314,323,777,777,1541,2477,0.306,0.306,0.567,0.265,0.353,0.353,0.158,0.537,0.963244653
Sr2ZnMoO6,5,15.9994,15.9994,65.409,95.94,87.62,87.62,3.5,3.5,1.66,1.3,0.99,0.99,1.571,1.571,0.7,0.9,1.21,1.21,13.61806,13.61806,9.3942,7.09243,5.6949,5.6949,3.44,3.44,1.65,2.16,0.95,0.95,1382,1382,907,4639,22.5,22.5,30.2,4.8,2.64,2.64,7.14,10.2,84.8,84.8,108.1,390.7,777,777,419.53,2622,0.306,0.306,0.388,0.251,0.353,0.353,1.16,1.38,0.978340278
SrOsO3,5,15.9994,15.9994,190.23,190.23,87.62,87.62,3.5,3.5,1.52,1.52,0.99,0.99,1.571,1.571,0.751,0.751,1.21,1.21,13.61806,13.61806,8.4382,8.4382,5.6949,5.6949,3.44,3.44,2.2,2.2,0.95,0.95,1382,1382,5012,5012,22.5,22.5,5.1,5.1,2.64,2.64,22.59,22.59,84.8,84.8,304.1,304.1,777,777,3033,3033,0.306,0.306,0.13,0.13,0.353,0.353,0.876,0.876,1.002786312
Tb2CoMnO6,5,15.9994,15.9994,58.9332,54.938049,158.92534,158.92534,3.5,3.5,1.7,1.6,-300,-300,1.335,1.335,0.693,0.888,1.21,1.21,13.61806,13.61806,7.881,7.43402,5.8638,5.8638,3.44,3.44,1.88,1.55,-300,-300,3230,3230,2927,2061,10.3,10.3,13,21.7,8.23,8.23,8.86,7.3,67.9,67.9,272.5,235,1356,1356,1495,1246,0.182,0.182,0.421,0.479,0.111,0.111,1,0.0782,0.899568487
VCrO3,16,15.9994,15.9994,51.9961,51.9961,50.9415,50.9415,3.5,3.5,1.56,1.56,1.45,1.45,1.046,1.046,0.77,0.77,1.21,1.21,13.61806,13.61806,6.7665,6.7665,6.7462,6.7462,3.44,3.44,1.66,1.66,1.63,1.63,3407,3407,2671,2671,8.4,8.4,4.9,4.9,6,6,7.15,7.15,422,422,404,404,1910,1910,1907,1907,0.489,0.489,0.45,0.45,0.307,0.307,0.937,0.937,0.805673181
YbAlO3,5,15.9994,15.9994,26.981538,26.981538,173.04,173.04,3.5,3.5,1.47,1.47,-300,-300,1.268,1.268,0.666,0.666,1.21,1.21,13.61806,13.61806,5.98577,5.98577,6.25416,6.25416,3.44,3.44,1.61,1.61,-300,-300,1196,1196,2519,2519,26.3,26.3,23.1,23.1,6.9,6.9,2.7,2.7,44.3,44.3,399.9,399.9,819,819,660.32,660.32,0.154,0.154,0.904,0.904,0.385,0.385,2.37,2.37,0.934014181
Ag2VPO6,16,15.9994,15.9994,50.9415,30.973761,107.8682,107.8682,3.5,3.5,1.45,2.06,1.42,1.42,1.551,1.551,0.474,0.66,1.21,1.21,13.61806,13.61806,6.7462,10.48669,7.5762,7.5762,3.44,3.44,1.63,2.19,1.93,1.93,2162,2162,3407,-300,18.9,18.9,8.4,-300,10.5,10.5,6,-300,104.6,104.6,422,-300,961.78,961.78,1910,-300,0.235,0.235,0.489,-300,4.29,4.29,0.307,-300,1.09866169
LiNO3,13,15.9994,15.9994,14.0067,14.0067,6.941,6.941,3.5,3.5,3.07,3.07,0.97,0.97,1.175,1.175,-300,-300,1.21,1.21,13.61806,13.61806,14.53414,14.53414,5.39172,5.39172,3.44,3.44,3.04,3.04,0.98,0.98,1342,1342,-300,-300,46,46,-300,-300,0.534,0.534,-300,-300,432,432,-300,-300,180.5,180.5,-300,-300,3.57,3.57,-300,-300,0.847,0.847,-300,-300,-300
